id,state,lat,lon
USC00117833,IL,41.7322,-88.8653
USC00117859,IL,37.6978,-88.1336
USC00117876,IL,39.4067,-88.7747
USC00117896,IL,39.8889,-89.5997
USC00117916,IL,42.4436,-89.1975
USC00117952,IL,39.9811,-87.8769
USC00118020,IL,37.1644,-88.4311
USC00118146,IL,41.0314,-89.4403
USC00118147,IL,38.1167,-89.7167
USC00118186,IL,39.8361,-89.625
USC00118192,IL,42.4678,-88.2372
USC00118194,IL,41.0228,-87.7175
USC00118204,IL,40.4928,-90.0469
USC00118222,IL,40.3992,-89.2164
USC00118248,IL,38.0033,-89.6503
USC00118254,IL,41.8111,-89.0233
USC00118293,IL,42.4006,-89.9958
USC00118324,IL,42.0256,-88.1783
USC00118353,IL,41.0908,-88.8158
USC00118389,IL,39.5608,-88.6067
USC00118491,IL,39.5333,-89.3069
USC00118630,IL,41.0908,-89.8614
USC00118634,IL,39.0597,-87.6625
USC00118684,IL,39.795,-88.29
USC00118740,IL,40.0839,-88.2403
USC00118742,IL,40.1147,-88.2233
USC00118756,IL,41.3242,-88.9858
USC00118781,IL,38.9703,-89.0922
USC00118797,IL,41.0389,-89.2289
USC00118860,IL,39.5061,-89.7689
USC00118870,IL,39.9494,-90.2083
USC00118916,IL,41.5519,-89.5989
USC00118932,IL,38.2133,-89.085
USC00119002,IL,38.3664,-90.1619
USC00119021,IL,40.7928,-87.7556
USC00119148,IL,37.9089,-88.9317
USC00119221,IL,41.8128,-88.0728
USC00119241,IL,39.4411,-90.3789
USC00119331,IL,39.6319,-90.4572
USC00119354,IL,39.4458,-88.5961
USC00119469,IL,41.1831,-90.3167
USC00119480,IL,42.3628,-88.5314
USC00119816,IL,40.7764,-90.0203
USC00119827,IL,41.6122,-88.4792
USC00120096,IN,40.1967,-85.6703
USC00120177,IN,40.1117,-85.7164
USC00120182,IN,40.105,-85.6717
USC00120200,IN,41.6397,-84.9897
USC00120331,IN,40.2839,-87.1964
USC00120550,IN,38.8397,-86.5217
USC00120676,IN,40.6683,-84.9305
USC00120784,IN,39.1742,-86.5214
USC00120830,IN,40.7475,-85.1739
USC00120852,IN,38.0303,-87.2736
USC00120858,IN,40.535,-87.453
USC00121030,IN,39.4239,-85.0128
USC00121187,IN,41.4083,-84.8536
USC00121229,IN,39.8667,-85.1833
USC00121256,IN,37.8994,-86.7072
USC00121303,IN,39.9614,-86.0586
USC00121326,IN,39.88,-86.0514
USC00121417,IN,40.6653,-86.955
USC00121425,IN,38.65,-85.7
USC00121628,IN,39.6592,-87.4392
USC00121739,IN,41.1453,-85.4897
USC00121747,IN,39.1661,-85.9228
USC00121814,IN,38.2181,-86.1178
USC00121873,IN,40.0028,-86.8011
USC00121940,IN,41.4356,-87.3597
USC00122041,IN,39.7344,-86.5361
USC00122096,IN,40.8483,-84.93
USC00122149,IN,40.615,-86.6661
USC00122161,IN,41.2083,-87.2175
USC00122184,IN,38.8042,-85.6733
USC00122309,IN,38.4558,-86.6983
USC00122594,IN,41.6778,-86.0022
USC00122605,IN,39.0311,-86.9369
USC00122638,IN,40.2872,-85.8453
USC00122660,IN,38.2789,-86.4683
USC00122731,IN,37.9647,-87.5783
USC00122814,IN,39.2425,-87.3906
USC00122816,IN,38.9756,-85.1028
USC00122825,IN,40.2539,-85.1483
USC00122931,IN,40.5406,-86.5233
USC00123078,IN,40.9842,-86.8872
USC00123082,IN,40.2986,-86.5067
USC00123091,IN,39.4689,-86.0408
USC00123104,IN,38.8672,-87.3083
USC00123207,IN,41.3367,-85.1197
USC00123418,IN,41.5575,-85.8825
USC00123513,IN,39.6439,-86.8767
USC00123527,IN,39.7858,-85.7611
USC00123547,IN,39.3475,-85.4892
USC00123777,IN,40.4356,-85.2892
USC00124181,IN,40.8556,-85.4981
USC00124244,IN,41.6317,-87.0881
USC00124249,IN,39.9206,-86.3136
USC00124272,IN,39.7164,-86.0678
USC00124286,IN,39.7681,-86.1805
USC00124356,IN,39.9233,-86.5983
USC00124372,IN,38.3856,-86.9406
USC00124527,IN,40.7592,-87.4353
USC00124613,IN,41.5375,-86.7014
USC00124642,IN,39.8075,-85.4878
USC00124657,IN,41.3053,-86.6286
USC00124662,IN,40.4583,-86.1758
USC00124667,IN,40.4614,-86.2122
USC00124715,IN,40.2964,-86.9028
USC00124730,IN,41.6292,-85.4142
USC00124778,IN,41.0856,-87.3828
USC00124782,IN,41.5269,-86.2692
USC00124832,IN,40.0114,-85.8436
USC00124837,IN,41.6117,-86.7297
USC00124910,IN,40.0506,-86.5744
USC00124977,IN,38.675,-85.6033
USC00125050,IN,39.5903,-84.9208
USC00125055,IN,41.4311,-85.5897
USC00125117,IN,40.7478,-86.3878
USC00125174,IN,41.2647,-87.4178
USC00125237,IN,38.7369,-85.3942
USC00125337,IN,40.58,-85.6586
USC00125394,IN,39.8439,-87.1875
USC00125407,IN,39.4039,-86.453
USC00125485,IN,38.1108,-87.5325
USC00125541,IN,38.7914,-86.2097
USC00125613,IN,40.0631,-85.5778
USC00125700,IN,38.7894,-86.3964
USC00125815,IN,40.9867,-84.8836
USC00125837,IN,40.755,-86.7622
USC00125888,IN,40.9214,-87.4444
USC00125923,IN,39.6483,-85.6781
USC00126001,IN,37.9286,-87.8956
USC00126023,IN,40.1825,-85.3497
USC00126056,IN,39.24,-86.2294
USC00126151,IN,37.9325,-87.3744
USC00126164,IN,39.8942,-85.3953
USC00126179,IN,38.1342,-87.9481
USC00126340,IN,40.0383,-86.0711
USC00126400,IN,41.3589,-85.6997
USC00126401,IN,41.1733,-86.7572
USC00126420,IN,40.9936,-85.775
USC00126435,IN,39.0017,-85.5997
USC00126506,IN,39.9,-85.9833
USC00126580,IN,38.8894,-86.5519
USC00126697,IN,38.4075,-86.1106
USC00126705,IN,38.5556,-86.4858
USC00126801,IN,40.3522,-87.525
USC00126830,IN,40.0739,-87.5067
USC00126864,IN,40.7647,-86.0739
USC00126872,IN,38.465,-87.2658
USC00126989,IN,41.3392,-86.3358
USC00127069,IN,40.4175,-84.9925
USC00127083,IN,38.1656,-87.7853
USC00127099,IN,39.2481,-87.51
USC00127102,IN,41.64,-85.1967
USC00127125,IN,38.3567,-87.5906
USC00127255,IN,39.5022,-87.0033
USC00127267,IN,40.7942,-87.1719
USC00127298,IN,40.9356,-87.1564
USC00127370,IN,39.8544,-84.8778
USC00127398,IN,40.2553,-84.9958
USC00127482,IN,41.0664,-86.2097
USC00127522,IN,39.7594,-87.2269
USC00127646,IN,39.6042,-85.4528
USC00127724,IN,38.1642,-86.8094
USC00127755,IN,38.6158,-86.0856
USC00127875,IN,38.6886,-85.785
USC00127935,IN,38.9822,-85.8989
USC00127959,IN,39.1614,-87.2436
USC00127999,IN,39.5283,-85.7914
USC00128036,IN,38.5528,-86.7944
USC00128290,IN,39.2836,-86.7703
USC00128436,IN,41.3275,-84.8875
USC00128442,IN,38.2692,-87.1631
USC00128549,IN,39.2347,-85.0756
USC00128698,IN,37.9531,-86.7747
USC00128723,IN,39.4708,-87.4081
USC00128732,IN,39.4761,-87.4181
USC00128784,IN,40.2233,-86.1086
USC00128967,IN,37.7953,-87.993
USC00128992,IN,41.5436,-87.0319
USC00128999,IN,41.5114,-87.0378
USC00129080,IN,38.7436,-85.0761
USC00129113,IN,38.7386,-87.4878
USC00129138,IN,40.7869,-85.8208
USC00129222,IN,41.4439,-86.9294
USC00129240,IN,41.2633,-85.8678
USC00129243,IN,41.1794,-85.8736
USC00129253,IN,38.6489,-87.1989
USC00129430,IN,40.475,-86.9919
USC00129511,IN,41.1947,-87.0578
USC00129557,IN,39.9961,-86.3542
USC00129605,IN,38.7669,-86.6847
USC00129670,IN,41.0267,-86.5867
USC00129678,IN,40.1714,-84.9208
USC00129905,IN,40.5614,-86.3425
USC00130088,IA,42.8269,-96.5558
USC00130112,IA,41.0656,-92.7867
USC00130133,IA,43.0683,-94.3053
USC00130149,IA,40.7042,-93.3697
USC00130157,IA,42.7536,-92.8022
USC00130181,IA,42.9981,-96.0175
USC00130200,IA,42.0208,-93.7742
USC00130203,IA,41.9519,-93.5656
USC00130213,IA,42.1117,-91.2933
USC00130241,IA,41.7183,-93.5742
USC00130364,IA,41.4175,-95.0039
USC00130385,IA,41.7069,-94.9222
USC00130536,IA,40.8236,-94.0475
USC00130576,IA,40.6742,-94.7244
USC00130600,IA,41.8814,-92.2764
USC00130608,IA,42.2614,-90.4233
USC00130745,IA,40.6189,-94.505
USC00130753,IA,40.7597,-92.4394
USC00130807,IA,42.0417,-93.8906
USC00130910,IA,41.1758,-91.8183
USC00130923,IA,43.1017,-93.8014
USC00130933,IA,41.7394,-92.44
USC00130999,IA,42.4172,-93.3775
USC00131060,IA,40.7747,-91.1164
USC00131233,IA,42.065,-94.85
USC00131257,IA,42.2989,-90.9983
USC00131277,IA,42.0633,-95.8364
USC00131319,IA,42.05,-91.5881
USC00131354,IA,40.7364,-92.8692
USC00131394,IA,41.0164,-93.2792
USC00131402,IA,43.0775,-92.6714
USC00131442,IA,42.7572,-95.5378
USC00131533,IA,40.7244,-95.0192
USC00131541,IA,42.72,-93.7336
USC00131635,IA,41.7947,-90.2639
USC00131704,IA,42.0783,-92.4006
USC00131705,IA,42.2792,-91.525
USC00131710,IA,42.0169,-93.3189
USC00131731,IA,41.2864,-91.3611
USC00131742,IA,42.2244,-92.8856
USC00131833,IA,40.9886,-94.7492
USC00131954,IA,43.3894,-92.0939
USC00131962,IA,41.0372,-94.3942
USC00132110,IA,43.3042,-91.7953
USC00132171,IA,42.0364,-95.3289
USC00132209,IA,41.7367,-93.7236
USC00132235,IA,41.8108,-90.5406
USC00132299,IA,40.6458,-91.5639
USC00132311,IA,43.4706,-91.5108
USC00132364,IA,42.5397,-90.6464
USC00132388,IA,42.7544,-92.9764
USC00132573,IA,42.3619,-93.0989
USC00132603,IA,42.7753,-91.4536
USC00132689,IA,43.1025,-94.6833
USC00132724,IA,43.4036,-94.7472
USC00132789,IA,41.0211,-91.9553
USC00132864,IA,42.8503,-91.8158
USC00132977,IA,43.2844,-93.6306
USC00132999,IA,42.5836,-94.2006
USC00133007,IA,40.6211,-91.3261
USC00133108,IA,42.5028,-95.4183
USC00133120,IA,42.09,-92.6756
USC00133239,IA,41.8781,-92.7786
USC00133288,IA,41.0517,-95.7492
USC00133290,IA,41.0097,-95.7736
USC00133438,IA,41.2981,-94.4561
USC00133473,IA,41.7203,-92.7489
USC00133487,IA,42.3647,-92.7594
USC00133509,IA,41.6686,-94.4972
USC00133517,IA,42.7858,-91.0958
USC00133584,IA,42.7561,-93.2011
USC00133623,IA,42.2864,-94.1664
USC00133632,IA,41.6783,-95.3247
USC00133675,IA,41.0772,-95.48
USC00133718,IA,43.0031,-96.485
USC00133909,IA,42.4897,-95.5489
USC00133985,IA,42.7181,-94.2689
USC00134038,IA,42.3942,-95.515
USC00134049,IA,42.5269,-91.8781
USC00134063,IA,41.3656,-93.6481
USC00134094,IA,43.0336,-92.5017
USC00134101,IA,41.6092,-91.505
USC00134142,IA,42.5189,-93.2536
USC00134228,IA,42.0347,-94.4114
USC00134244,IA,42.3008,-93.6389
USC00134308,IA,42.9311,-93.7933
USC00134342,IA,42.0728,-95.9956
USC00134381,IA,40.3967,-91.375
USC00134389,IA,40.7308,-91.9608
USC00134502,IA,41.3247,-93.1008
USC00134557,IA,43.4178,-93.5347
USC00134561,IA,43.4483,-95.3247
USC00134585,IA,40.6233,-93.9508
USC00134620,IA,43.3633,-91.2161
USC00134624,IA,43.3197,-91.1617
USC00134705,IA,41.5697,-90.3956
USC00134735,IA,42.7817,-96.1458
USC00134758,IA,40.7244,-93.6453
USC00134874,IA,41.8264,-96.0506
USC00134894,IA,41.6381,-95.7883
USC00134926,IA,41.1247,-94.0514
USC00134963,IA,41.8564,-90.93
USC00135086,IA,42.4733,-91.4517
USC00135123,IA,42.1619,-95.7836
USC00135127,IA,42.1569,-95.8097
USC00135131,IA,42.0494,-90.7489
USC00135198,IA,42.0647,-92.9244
USC00135230,IA,43.1631,-93.1953
USC00135232,IA,43.1533,-93.1981
USC00135250,IA,41.2553,-94.765
USC00135493,IA,43.3828,-95.1842
USC00135650,IA,41.5836,-92.5497
USC00135769,IA,40.7053,-94.2428
USC00135796,IA,40.9486,-91.5647
USC00135837,IA,41.4075,-91.0725
USC00135844,IA,41.4714,-91.0464
USC00135952,IA,43.0453,-92.3122
USC00135992,IA,41.7117,-93.0297
USC00136103,IA,43.4386,-93.2253
USC00136151,IA,41.3044,-95.3844
USC00136160,IA,40.9269,-91.68
USC00136190,IA,43.4144,-95.5314
USC00136199,IA,42.68,-91.875
USC00136200,IA,42.6467,-91.9131
USC00136243,IA,42.0697,-96.1258
USC00136305,IA,43.2794,-92.8106
USC00136316,IA,41.0194,-93.7503
USC00136327,IA,41.3214,-92.6467
USC00136392,IA,41.0244,-92.4083
USC00136492,IA,42.5772,-92.805
USC00136527,IA,41.3761,-92.9203
USC00136566,IA,41.8394,-94.1106
USC00136590,IA,42.9183,-95.3369
USC00136719,IA,42.7292,-94.6614
USC00136755,IA,42.5864,-93.4364
USC00136766,IA,43.09,-91.5581
USC00136800,IA,43.0864,-95.6292
USC00136891,IA,40.8744,-95.5667
USC00136910,IA,40.825,-92.8925
USC00136940,IA,41.0036,-95.2419
USC00137147,IA,43.43,-96.1686
USC00137152,IA,43.2044,-96.3061
USC00137161,IA,42.3969,-94.6292
USC00137312,IA,42.4194,-94.9761
USC00137326,IA,43.3817,-92.9233
USC00137386,IA,43.1792,-95.6603
USC00137594,IA,43.1808,-95.8528
USC00137613,IA,40.7672,-95.38
USC00137664,IA,43.4403,-95.7225
USC00137669,IA,40.7453,-95.6422
USC00137678,IA,41.3328,-92.1975
USC00137700,IA,43.0558,-96.1525
USC00137713,IA,42.5356,-96.4108
USC00137726,IA,42.8931,-95.0653
USC00137844,IA,43.1653,-95.1467
USC00137859,IA,43.4231,-95.1394
USC00137892,IA,42.6333,-91.8633
USC00137979,IA,42.6347,-95.1694
USC00138009,IA,42.6853,-91.5325
USC00138026,IA,43.4022,-94.3831
USC00138062,IA,41.8497,-91.6764
USC00138266,IA,41.7797,-91.1269
USC00138270,IA,43.2353,-94.0417
USC00138296,IA,42.0356,-92.5806
USC00138339,IA,42.8125,-92.2575
USC00138410,IA,41.3894,-95.6811
USC00138568,IA,42.1703,-92.0078
USC00138632,IA,41.8611,-91.8022
USC00138668,IA,41.1761,-91.1922
USC00138688,IA,41.2828,-91.7067
USC00138742,IA,43.0533,-92.0372
USC00138755,IA,43.2742,-91.4711
USC00138806,IA,42.4686,-93.7972
USC00139062,IA,42.4875,-93.5414
USC00139067,IA,41.6403,-91.9783
USC00139132,IA,41.3561,-94.0128
USC00139750,IA,42.1669,-93.3097
USC00140010,KS,38.9267,-97.2128
USC00140073,KS,39.7133,-97.4517
USC00140119,KS,38.39,-98.9503
USC00140135,KS,38.4694,-99.5519
USC00140190,KS,37.1944,-95.2875
USC00140195,KS,38.8619,-96.4892
USC00140200,KS,39.4483,-98.9703
USC00140201,KS,39.4767,-98.9714
USC00140313,KS,37.0631,-97.04
USC00140326,KS,37.9331,-98.25
USC00140365,KS,37.1942,-99.7633
USC00140405,KS,39.5756,-95.1108
USC00140439,KS,39.7997,-101.0422
USC00140441,KS,39.6981,-101.0039
USC00140443,KS,38.9089,-95.815
USC00140447,KS,37.6983,-96.9706
USC00140535,KS,39.2144,-98.1767
USC00140548,KS,37.0486,-95.2144
USC00140620,KS,38.2661,-99.7514
USC00140637,KS,37.6556,-96.5353
USC00140676,KS,37.8264,-99.6542
USC00140679,KS,37.3931,-97.3497
USC00140682,KS,39.8183,-97.6375
USC00140693,KS,39.4575,-98.1125
USC00140802,KS,37.5514,-101.6344
USC00140810,KS,37.2753,-95.4728
USC00140836,KS,39.6194,-101.5442
USC00140865,KS,38.5636,-99.235
USC00140877,KS,39.5025,-96.3169
USC00140911,KS,39.6769,-96.6631
USC00140926,KS,37.0764,-97.87
USC00140957,KS,39.0636,-94.8958
USC00141003,KS,39.9028,-96.7683
USC00141029,KS,39.3686,-101.4467
USC00141057,KS,38.7711,-97.8564
USC00141068,KS,38.6689,-99.7883
USC00141104,KS,37.5433,-99.6383
USC00141141,KS,38.2006,-99.5344
USC00141179,KS,39.8775,-98.3036
USC00141202,KS,38.6453,-96.3506
USC00141233,KS,37.0247,-97.6092
USC00141239,KS,37.315,-96.6625
USC00141282,KS,37.0103,-96.0114
USC00141351,KS,38.0325,-96.6797
USC00141355,KS,38.9328,-99.2261
USC00141371,KS,39.5067,-98.4305
USC00141383,KS,38.7978,-99.7231
USC00141395,KS,37.0347,-96.4631
USC00141404,KS,38.1936,-95.0725
USC00141408,KS,39.7242,-96.1258
USC00141425,KS,38.7672,-96.2567
USC00141428,KS,37.6769,-95.4472
USC00141435,KS,38.9644,-97.0119
USC00141452,KS,38.3314,-98.3131
USC00141467,KS,37.7206,-97.7936
USC00141478,KS,37.1908,-95.5586
USC00141522,KS,37.8131,-100.3456
USC00141536,KS,38.5214,-98.5358
USC00141559,KS,39.3739,-97.1275
USC00141593,KS,39.5642,-97.2875
USC00141612,KS,38.9408,-95.3397
USC00141632,KS,39.6,-97.4003
USC00141673,KS,37.0614,-95.6356
USC00141699,KS,39.3925,-101.0689
USC00141704,KS,37.2706,-99.3272
USC00141730,KS,38.8972,-100.1136
USC00141733,KS,38.0697,-95.3708
USC00141740,KS,37.1764,-94.8397
USC00141761,KS,39.5592,-97.6697
USC00141795,KS,37.3842,-97.6431
USC00141858,KS,38.3703,-96.5483
USC00141867,KS,38.6758,-96.5097
USC00141874,KS,39.7811,-97.8956
USC00141875,KS,39.2425,-98.8678
USC00141941,KS,39.805,-97.4583
USC00141999,KS,39.3214,-99.5886
USC00142086,KS,39.6689,-99.7319
USC00142135,KS,38.5658,-96.8478
USC00142213,KS,39.625,-100.4233
USC00142267,KS,38.5967,-96.3806
USC00142276,KS,38.4831,-97.225
USC00142329,KS,39.3436,-95.1178
USC00142388,KS,39.53,-95.3967
USC00142396,KS,38.0522,-97.1275
USC00142401,KS,37.8183,-96.8444
USC00142409,KS,37.0072,-96.2722
USC00142432,KS,37.0058,-101.8867
USC00142452,KS,38.9486,-99.5647
USC00142459,KS,38.7278,-98.2267
USC00142472,KS,38.4086,-96.6175
USC00142478,KS,38.6833,-97.2333
USC00142519,KS,39.3069,-96.0567
USC00142548,KS,38.4294,-96.2189
USC00142574,KS,38.9008,-97.1097
USC00142582,KS,37.5839,-95.2439
USC00142592,KS,39.9303,-98.4269
USC00142602,KS,38.8592,-96.1058
USC00142622,KS,37.8253,-96.2644
USC00142652,KS,39.5539,-97.0631
USC00142686,KS,37.6475,-96.0781
USC00142773,KS,38.2422,-96.9242
USC00142835,KS,37.8428,-94.7086
USC00142848,KS,39.525,-96.5572
USC00142872,KS,39.7069,-96.4186
USC00142894,KS,37.5292,-95.8144
USC00142938,KS,38.6367,-98.8722
USC00142945,KS,37.4692,-95.3686
USC00142980,KS,37.9931,-100.8122
USC00143008,KS,38.28,-95.2178
USC00143037,KS,38.5375,-98.1611
USC00143074,KS,37.5081,-94.8392
USC00143088,KS,39.3644,-97.835
USC00143100,KS,39.5039,-98.315
USC00143134,KS,38.2656,-97.3883
USC00143138,KS,39.6539,-95.9808
USC00143156,KS,39.1306,-102.0258
USC00143175,KS,38.9581,-100.5533
USC00143218,KS,38.3758,-98.7803
USC00143239,KS,37.6025,-99.3022
USC00143248,KS,37.3589,-96.4483
USC00143257,KS,38.1014,-95.8839
USC00143323,KS,39.8586,-97.2936
USC00143331,KS,37.2225,-96.0547
USC00143366,KS,37.9697,-97.5547
USC00143398,KS,39.8333,-96.8667
USC00143467,KS,38.7833,-95.9667
USC00143523,KS,38.8669,-99.3169
USC00143527,KS,38.8586,-99.3358
USC00143545,KS,37.5194,-97.3142
USC00143554,KS,38.6003,-100.6197
USC00143594,KS,38.6656,-96.9494
USC00143620,KS,38.1386,-97.435
USC00143634,KS,39.8122,-95.3539
USC00143665,KS,39.3617,-99.8278
USC00143667,KS,38.3569,-97.2025
USC00143686,KS,38.6644,-94.89
USC00143759,KS,39.4578,-95.755
USC00143810,KS,39.6678,-95.52
USC00143822,KS,37.4603,-96.2869
USC00143837,KS,39.3533,-100.4397
USC00143842,KS,39.25,-95.7
USC00143847,KS,38.1042,-98.6592
USC00143855,KS,37.1644,-101.3397
USC00143867,KS,37.8117,-95.4456
USC00143897,KS,39.2333,-98.3933
USC00143929,KS,38.09,-97.9125
USC00143930,KS,37.9311,-98.0297
USC00143954,KS,37.2364,-95.7003
USC00143974,KS,38.1869,-97.8417
USC00143984,KS,37.9233,-95.4242
USC00143997,KS,39.6611,-98.3483
USC00144073,KS,38.7203,-100.5264
USC00144087,KS,38.1964,-99.9181
USC00144089,KS,39.6678,-98.1567
USC00144104,KS,38.2547,-95.75
USC00144114,KS,37.5669,-101.7508
USC00144161,KS,38.0586,-100.2989
USC00144166,KS,38.1272,-100.5078
USC00144178,KS,38.6078,-97.9597
USC00144313,KS,37.6361,-98.1136
USC00144333,KS,37.9283,-99.3656
USC00144357,KS,39.6619,-99.1228
USC00144421,KS,38.3261,-94.6956
USC00144464,KS,37.9411,-101.2492
USC00144488,KS,38.4425,-95.0792
USC00144530,KS,38.1817,-99.0994
USC00144559,KS,38.9583,-95.2514
USC00144588,KS,39.3256,-94.9189
USC00144598,KS,39.8125,-98.5558
USC00144608,KS,38.4161,-95.8511
USC00144613,KS,39.0464,-95.3919
USC00144642,KS,39.6092,-100.0014
USC00144665,KS,38.4794,-101.3658
USC00144675,KS,38.08,-95.6397
USC00144695,KS,37.0222,-100.9294
USC00144708,KS,39.5942,-96.3331
USC00144712,KS,39.0294,-98.13
USC00144729,KS,38.4969,-96.9619
USC00144735,KS,38.5753,-97.6753
USC00144775,KS,39.6658,-99.5772
USC00144802,KS,39.1508,-97.335
USC00144807,KS,39.9694,-99.5339
USC00144812,KS,37.3833,-96.0814
USC00144821,KS,38.6539,-99.1797
USC00144857,KS,39.9,-98.0256
USC00144893,KS,39.1061,-98.6697
USC00144912,KS,38.6228,-95.6322
USC00144937,KS,38.1353,-96.14
USC00144972,KS,39.1972,-96.5814
USC00144982,KS,39.7889,-98.2039
USC00145039,KS,38.3778,-97.0753
USC00145063,KS,39.8383,-96.6364
USC00145069,KS,38.1847,-96.5692
USC00145115,KS,38.5872,-99.5731
USC00145127,KS,39.7844,-101.3686
USC00145132,KS,39.0542,-96.2367
USC00145152,KS,38.3772,-97.6097
USC00145171,KS,37.285,-100.345
USC00145173,KS,37.2767,-98.58
USC00145210,KS,38.5039,-95.7036
USC00145306,KS,39.0744,-96.8983
USC00145321,KS,38.5819,-96.0186
USC00145335,KS,39.3506,-97.4547
USC00145355,KS,39.2767,-100.8389
USC00145363,KS,39.1247,-97.7047
USC00145421,KS,37.5922,-100.4389
USC00145463,KS,37.9192,-95.175
USC00145483,KS,39.3769,-100.0719
USC00145528,KS,38.1433,-94.8233
USC00145536,KS,37.1872,-95.4508
USC00145539,KS,37.8658,-97.6647
USC00145628,KS,39.185,-99.025
USC00145632,KS,37.4156,-95.6919
USC00145692,KS,38.4478,-99.91
USC00145744,KS,38.0344,-97.3431
USC00145768,KS,38.9667,-97.4667
USC00145787,KS,39.8133,-100.2411
USC00145852,KS,39.8114,-99.9386
USC00145856,KS,39.7411,-99.8361
USC00145863,KS,39.695,-97.7747
USC00145870,KS,37.455,-97.8486
USC00145888,KS,39.1131,-100.9447
USC00145892,KS,38.7853,-100.8739
USC00145906,KS,39.8183,-100.5331
USC00145920,KS,37.8167,-99.5611
USC00145972,KS,38.8875,-94.7603
USC00146014,KS,39.4931,-96.1758
USC00146076,KS,38.6361,-95.8031
USC00146084,KS,38.5019,-94.9597
USC00146088,KS,39.4286,-98.6944
USC00146100,KS,39.2419,-95.2725
USC00146115,KS,37.175,-95.1039
USC00146128,KS,38.6133,-95.2808
USC00146154,KS,38.7317,-95.4428
USC00146169,KS,37.2736,-97.1694
USC00146192,KS,39.2542,-99.5625
USC00146209,KS,38.5911,-94.8778
USC00146217,KS,39.5533,-96.8753
USC00146242,KS,37.3678,-95.2892
USC00146292,KS,38.1739,-97.1114
USC00146305,KS,37.4347,-97.3922
USC00146333,KS,39.1172,-95.4097
USC00146340,KS,37.1861,-97.5086
USC00146378,KS,39.7433,-99.3158
USC00146414,KS,37.39,-94.7025
USC00146435,KS,39.245,-99.3808
USC00146498,KS,38.645,-95.5661
USC00146524,KS,37.9856,-97.0347
USC00146549,KS,37.6456,-98.7281
USC00146573,KS,37.7925,-98.0278
USC00146637,KS,39.0664,-100.2394
USC00146679,KS,39.4564,-96.8336
USC00146685,KS,38.6533,-99.9003
USC00146725,KS,38.55,-95.95
USC00146787,KS,39.4572,-100.7578
USC00146808,KS,37.2633,-101.7886
USC00146813,KS,37.2294,-101.9511
USC00146907,KS,37.42,-97.0497
USC00146979,KS,37.8072,-96.6797
USC00147007,KS,39.1333,-95.9486
USC00147049,KS,38.9117,-101.1711
USC00147050,KS,38.9617,-101.1664
USC00147075,KS,38.3914,-96.4456
USC00147093,KS,39.7675,-101.8067
USC00147095,KS,39.8303,-101.9189
USC00147140,KS,39.2044,-100.0272
USC00147192,KS,38.1903,-99.3319
USC00147248,KS,39.7989,-97.7736
USC00147271,KS,38.4819,-100.9189
USC00147305,KS,37.1317,-96.1861
USC00147313,KS,37.915,-97.4381
USC00147397,KS,38.8961,-101.7514
USC00147407,KS,38.2736,-95.6378
USC00147534,KS,37.5339,-96.8814
USC00147542,KS,39.7772,-98.7783
USC00147551,KS,38.7431,-97.6678
USC00147796,KS,38.2144,-98.2078
USC00147809,KS,38.7694,-94.6683
USC00147832,KS,39.4453,-99.2453
USC00147904,KS,39.4708,-100.2186
USC00147922,KS,37.4414,-100.9792
USC00147965,KS,37.3797,-98.9192
USC00147968,KS,37.2817,-98.925
USC00148026,KS,39.0297,-98.3786
USC00148038,KS,37.9928,-101.7417
USC00148061,KS,38.4331,-96.5578
USC00148086,KS,39.0175,-97.8814
USC00148114,KS,37.9394,-96.3067
USC00148156,KS,39.0314,-95.0522
USC00148235,KS,38.4661,-101.7758
USC00148240,KS,38.655,-101.6961
USC00148245,KS,37.8236,-99.0781
USC00148250,KS,39.8283,-95.0881
USC00148257,KS,37.8083,-98.4305
USC00148259,KS,39.2475,-96.5994
USC00148287,KS,37.5983,-101.2908
USC00148293,KS,37.8478,-94.9775
USC00148323,KS,38.6397,-100.1675
USC00148341,KS,39.3033,-95.4861
USC00148495,KS,39.0297,-99.8831
USC00148498,KS,39.23,-99.88
USC00148503,KS,39.2303,-97.0894
USC00148535,KS,38.9111,-101.5853
USC00148549,KS,37.5578,-95.06
USC00148563,KS,39.2142,-96.3703
USC00148578,KS,39.8089,-97.055
USC00148648,KS,39.4031,-99.4192
USC00148670,KS,37.2778,-97.4097
USC00148802,KS,38.7975,-96.7286
USC00148892,KS,38.4772,-95.4706
USC00148911,KS,37.5047,-98.3117
USC00148914,KS,37.1317,-99.0558
USC00148935,KS,38.6317,-96.6725
USC00148946,KS,38.9667,-98.4889
USC00148950,KS,38.2936,-97.9114
USC00148964,KS,37.2889,-96.9408
USC00148988,KS,39.0589,-101.2439
USC00149020,KS,38.1114,-96.7311
USC00149026,KS,39.7831,-95.9017
USC00149040,KS,38.8,-95.3667
USC00149080,KS,37.8728,-95.7247
USC00149202,KS,37.4336,-98.2825
USC00150012,KY,37.2317,-86.6867
USC00150063,KY,36.6897,-85.1411
USC00150254,KY,38.4536,-82.6131
USC00150381,KY,36.8825,-83.8819
USC00150397,KY,37.8194,-85.3847
USC00150402,KY,36.8831,-88.9961
USC00150422,KY,36.8978,-86.1247
USC00150450,KY,36.8583,-83.3303
USC00150483,KY,37.6336,-83.7161
